Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_bodai,Train_chienan,Train_go,Train_reihai,Train_rendai,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,93.32,97.87,96.93,99.57,95.2,76.96,"[rendai.c6effaa6260e.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ✅",-0.6,93.32,93.32
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]",['standard_scaler'],94.7,91.18,92.95,98.67,93.94,96.96,"[rendai.c6effaa6260e.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ✅",-0.6,94.7,94.7
medium_overlap_first_4,30,15,"[0, 1, 2, 3]",['standard_scaler'],95.05,95.16,92.36,97.71,91.61,98.38,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ✅ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌",-0.6,95.05,95.05
medium_overlap_first_4,30,15,"[0, 1, 2, 3]",None,96.22,97.74,96.68,100.0,88.06,98.71,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌",-0.6,96.22,96.22
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],96.44,95.32,96.05,99.56,91.3,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ✅",-0.6,96.44,96.44
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.58,96.71,97.79,99.36,100.0,99.01,"[rendai.c6effaa6260e.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ✅",-0.6,98.58,98.58
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]",None,98.61,97.89,99.55,100.0,97.83,97.84,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ❌",-0.6,98.61,98.61
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.64,99.29,100.0,99.35,96.0,98.6,"[rendai.c6effaa6260e.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ✅",-0.6,98.64,98.64
medium_overlap_no_benzene_no_alcohol,30,15,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.7,100.0,98.67,99.67,99.68,95.47,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ✅ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:128 → rendai (128 / 128) ❌",-0.6,98.7,98.7
medium_overlap_first_6,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.76,96.13,99.67,99.35,99.68,99.03,"[rendai.c6effaa6260e.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ✅",-0.6,98.76,98.76
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]",None,98.78,98.57,95.14,100.0,100.0,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌",-0.6,98.78,98.78
long_overlap_no_benzene,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,98.91,99.29,97.32,100.0,98.67,99.29,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌",-0.6,98.91,98.91
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.99,99.45,98.74,99.15,99.24,98.36,"[rendai.c6effaa6260e.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ✅",-0.6,98.99,98.99
no_overlap_short_no_benzene,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.31,98.32,99.56,99.56,99.12,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ✅",-0.6,99.31,99.31
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.48,99.16,99.56,99.56,100.0,99.13,"[rendai.c6effaa6260e.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:96, go:0, reihai:0, rendai:0 → chienan (96 / 96) ✅",-0.6,99.48,99.48
no_overlap_short_no_benzene,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.57,100.0,100.0,99.12,98.7,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:96, reihai:0, rendai:0 → go (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:97, reihai:0, rendai:0 → go (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:97, reihai:0, rendai:0 → go (97 / 97) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:97, go:0, reihai:0, rendai:0 → chienan (97 / 97) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:96, reihai:0, rendai:0 → go (96 / 96) ❌",-0.6,99.57,99.57
long_overlap_no_benzene,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.73,99.29,100.0,100.0,99.34,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ✅",-0.6,99.73,99.73
short_overlap_no_benzene,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.87,100.0,99.89,99.79,99.68,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:386, rendai:0 → reihai (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:386, rendai:0 → reihai (386 / 386) ❌",-0.6,99.87,99.87
medium_overlap_no_benzene,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.87,100.0,100.0,100.0,99.68,99.68,"[rendai.c6effaa6260e.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ✅",-0.6,99.87,99.87
medium_overlap_first_6,30,15,"[0, 1, 2, 3, 4, 5]",None,99.93,100.0,100.0,99.67,100.0,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ❌",-0.6,99.93,99.93
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]",None,63.84,63.64,89.13,58.14,50.0,57.78,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:3, go:0, reihai:16, rendai:0 → reihai (16 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌",-0.632,63.84,63.84
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",35.27,2.22,60.0,28.89,73.33,11.36,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:5, go:0, reihai:3, rendai:11 → rendai (11 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:1, go:0, reihai:15, rendai:3 → reihai (15 / 19) ❌",-0.874,35.27,35.27
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.78,99.29,100.0,100.0,96.03,98.62,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌",-1.0,98.78,98.78
